5029E,ALCATEL,3L (2020),SmartPhone
SM-J610FN,Samsung,Galaxy J6+,SmartPhone
SM-J610G,Samsung,Galaxy J6+,SmartPhone
SM-J810M,Samsung,Galaxy J8,SmartPhone
SM-J810M,Samsung,Galaxy J8,SmartPhone
SM-M105M,Samsung,Galaxy M10,SmartPhone
SM-M115F,Samsung,Galaxy M11,SmartPhone
SM-M215F,Samsung,Galaxy M21,SmartPhone
SM-N770F,Samsung,Galaxy Note 10 Lite,SmartPhone
SM-N960F,Samsung,Galaxy Note9,SmartPhone
SM-N960F,Samsung,Galaxy Note9,SmartPhone
SM-N960F,Samsung,Galaxy Note9,SmartPhone
SM-N960F,Samsung,Galaxy Note9,SmartPhone
SM-N960U1,Samsung,Galaxy Note9,SmartPhone
SM-N975F,Samsung,Galaxy Note10+,SmartPhone
SM-N975U,Samsung,Galaxy Note10+,SmartPhone
SM-T290,Samsung,Galaxy Tab A 8.0,Tablet
SM-T295,Samsung,Galaxy Tab A 8.0,Tablet
SM-T590,Samsung,Galaxy Tab A 10.5,Tablet
SM-T595,Samsung,Galaxy Tab A 10.5 2018,Tablet
SM-T875,Samsung,Galaxy Tab S7 LTE,Tablet
SNE-LX1,Huawei,Mate 20 lite,SmartPhone
SO-02L,Sony,Xperia Ace,SmartPhone
SOV39,Sony,Xperia XZ3,SmartPhone
STK-L21,Huawei,Y9s,SmartPhone
STK-L21,Huawei,Y9s,SmartPhone
STK-L21,Huawei,Y9s,SmartPhone
STK-L21,Huawei,Y9s,SmartPhone
STK-L22,Huawei,Y9s,SmartPhone
STK-LX1,Huawei,P smart Z,SmartPhone
STK-LX3,Huawei,P smart Z,SmartPhone
STK-LX3,Huawei,P smart Z,SmartPhone
STK-LX3,Huawei,P smart Z,SmartPhone
TECNO KD7,Tecno,Spark 5 Pro,SmartPhone
TECNO KD7,Tecno,Spark 5 Pro,SmartPhone
TECNO KE5,Tecno,Spark 6 Go,SmartPhone
TECNO KE5j,Tecno,Spark 6 Go,SmartPhone
TECNO KE5k,Tecno,Spark 6 Go,SmartPhone
V2026,Vivo,Y12s,SmartPhone
V2026,Vivo,Y12s,SmartPhone
V2027,Vivo,Y20i,SmartPhone
V2027,Vivo,Y20i,SmartPhone
V2027,Vivo,Y20i,SmartPhone
V2027,Vivo,Y20i,SmartPhone
V2029,Vivo,Y20,SmartPhone
V2029,Vivo,Y20,SmartPhone
V2043,Vivo,Y20,SmartPhone
VOG-L29,Huawei,P30 Pro,SmartPhone
VOG-L29,Huawei,P30 Pro,SmartPhone
YAL-L41,Huawei,Honor 20 Pro,SmartPhone
ZTE Blade L210,ZTE,Blade L210,SmartPhone
ZTE Blade L210RU,ZTE,Blade L210,SmartPhone
dandelion,Unknown,Unknown,SmartPhone
e-tab 20,General Mobile, E-TAB 20,Tablet
itel L6006,itel,A48,SmartPhone
itel L6502,itel,Vision1 Pro,SmartPhone
moto e(7) plus,Motorola,Moto E7 Plus,SmartPhone
moto e(7) plus,Motorola,Moto E7 Plus,SmartPhone
moto e(7) plus,Motorola,Moto E7 Plus,SmartPhone
moto g play (2021),Motorola,Мото G Play (2021),SmartPhone
moto g play (2021),Motorola,Мото G Play (2021),SmartPhone
moto g(7) play,Motorola,Moto G Play,SmartPhone
moto g(7) play,Motorola,Moto G Play,SmartPhone
moto g(7) play,Motorola,Moto G Play,SmartPhone
moto g(7) play,Motorola,Moto G Play,SmartPhone
moto g(7) play,Motorola,Moto G Play,SmartPhone
moto g(7) play,Motorola,Moto G Play,SmartPhone
moto g(7) play,Motorola,Moto G Play,SmartPhone
moto g(7) play,Motorola,Moto G Play,SmartPhone
moto g(7) play,Motorola,Moto G Play,SmartPhone
moto g(7) power,Motorola,Moto G7 Power,SmartPhone
moto g(7) power,Motorola,Moto G7 Power,SmartPhone
moto g(7) power,Motorola,Moto G7 Power,SmartPhone
moto g(7) power,Motorola,Moto G7 Power,SmartPhone
moto g(7) power,Motorola,Moto G7 Power,SmartPhone
moto g(7),Motorola,Moto G7,SmartPhone
moto g(8) play,Motorola,Moto G8 Play,SmartPhone
moto g(8) play,Motorola,Moto G8 Play,SmartPhone
moto g(8) play,Motorola,Moto G8 Play,SmartPhone
moto g(8) power lite,Motorola,Moto G8 Lite,SmartPhone
moto g(8) power,Motorola,Moto G8 Power,SmartPhone
moto g(8) power,Motorola,Moto G8 Power,SmartPhone
moto g(9) play,Motorola,Moto G9 Play,SmartPhone
moto g(9) play,Motorola,Moto G9 Play,SmartPhone
moto g(9) power,Motorola,Moto G9 Power,SmartPhone
moto g(9) power,Motorola,Moto G9 Power,SmartPhone
moto z4,Motorola,Moto Z4,SmartPhone
motorola one action,Motorola,One action,SmartPhone
motorola one action,Motorola,One action,SmartPhone
motorola one fusion,Motorola,One Fusion,SmartPhone
motorola one fusion+,Motorola,One Fusion+,SmartPhone
motorola one vision,Motorola,One Vision,SmartPhone
motorola one zoom,Motorola,One Zoom,SmartPhone
motorola one,Motorola,One,SmartPhone
motorola one,Motorola,One,SmartPhone
vivo 1804,Vivo,V11,SmartPhone
vivo 1806,Vivo,V11,SmartPhone
vivo 1806,Vivo,V11,SmartPhone
vivo 1920,Vivo,V17 PRO,SmartPhone
vivo 1929,Vivo,V19 PRO,SmartPhone
vivo 1935,Vivo,Y50,SmartPhone
vivo 1938,Vivo,Y30,SmartPhone
vivo 1938,Vivo,Y30,SmartPhone
vivo 1938,Vivo,Y30,SmartPhone
vivo 1938,Vivo,Y30,SmartPhone
vivo 1938,Vivo,Y30,SmartPhone
vivo 1938,Vivo,Y30,SmartPhone
vivo 2019,Vivo,Y30i,SmartPhone
vivo 2019,Vivo,Y30i,SmartPhone
 ,Unknown,Unknown,SmartPhone
 ,Unknown,Unknown,SmartPhone
 ,Unknown,Unknown,SmartPhone
BE2025,Oneplus, Nord N10,Tablet
CPH1911,Oppo,F11,SmartPhone
CPH1933,Oppo,A5,SmartPhone
CPH1933,Oppo,A5,SmartPhone
CPH1933,Oppo,A5,SmartPhone
CPH1933,Oppo,A5,SmartPhone
CPH1951,Oppo,Reno 2 Z Sky White,SmartPhone
CPH1969,Oppo,F16,SmartPhone
CPH1969,Oppo,F16,SmartPhone
CPH1969,Oppo,F16,SmartPhone
CPH1969,Oppo,F16,SmartPhone
CPH1969,Oppo,F16,SmartPhone
CPH1969,Oppo,F16,SmartPhone
CPH1969,Oppo,F16,SmartPhone
CPH1989,Oppo,Reno 2F,SmartPhone
CPH2001,Oppo,F15,SmartPhone
CPH2043,Oppo,Reno3,SmartPhone
CPH2059,Oppo,A92,SmartPhone
CPH2059,Oppo,A92,SmartPhone
CPH2061,Oppo,A52,SmartPhone
CPH2121,Oppo,A93,SmartPhone
CPH2145,Oppo,Reno5,SmartPhone
CPH2159,Oppo,F19,SmartPhone
CPH2159,Oppo,F19,SmartPhone
CPH2205,Oppo,Reno 5 Lite,SmartPhone
CPH2209,Oppo,Reno3 Pro,SmartPhone
CPH2209,Oppo,Reno3 Pro,SmartPhone
CPH2217,Oppo,Reno 5 Lite,SmartPhone
CPH2217,Oppo,Reno 5 Lite,SmartPhone
CPH2235,Oppo,Reno 6,SmartPhone
CPH2235,Oppo,Reno 6,SmartPhone
IN_2b,Micromax,IN 2b,SmartPhone
IN_2b,Micromax,IN 2b,SmartPhone
J9210,Sony,Xperia 5,SmartPhone
Live 4,Vsmart,Live 4,SmartPhone
M2003J15SC,Xiaomi,Redmi 10X,SmartPhone
M2003J15SC,Xiaomi,Redmi 10X,SmartPhone
M2003J15SC,Xiaomi,Redmi 10X,SmartPhone
M2003J15SC,Xiaomi,Redmi 10X,SmartPhone
M2004J19C,Xiaomi,Redmi 9,SmartPhone
M2004J19C,Xiaomi,Redmi 9,SmartPhone
M2004J19C,Xiaomi,Redmi 9,SmartPhone
M2004J19C,Xiaomi,Redmi 9,SmartPhone
M2007J20CG,Xiaomi,Poco X3 NFC,SmartPhone
M2007J20CG,Xiaomi,Poco X3 NFC,SmartPhone
M2007J3SG,Xiaomi,Mi 10T Pro,SmartPhone
M2101K6G,Xiaomi,Redmi Note 10 Pro,SmartPhone
M2101K7AG,Xiaomi,Redmi Note 10,SmartPhone
M2101K7AG,Xiaomi,Redmi Note 10,SmartPhone
M2101K7AG,Xiaomi,Redmi Note 10,SmartPhone
M2101K7AG,Xiaomi,Redmi Note 10,SmartPhone
M2102J20SG,Xiaomi,POCO X3 Pro,SmartPhone
M2103K19G,Xiaomi,POCO M3 PRO,SmartPhone
Mi 9 Lite,Xiaomi,Mi 9 Lite,SmartPhone
Mi A3,Xiaomi,Mi A3,SmartPhone
Mi A3,Xiaomi,Mi A3,SmartPhone
Mi Note 10 Lite,Xiaomi,Mi Note 10 Lite,SmartPhone
Mi Note 10 Lite,Xiaomi,Mi Note 10 Lite,SmartPhone
Mi Note 10,Xiaomi,Mi Note 10,SmartPhone
POCO X2,Xiaomi,Poco X2,SmartPhone
POCO X2,Xiaomi,Poco X2,SmartPhone
Pixel 4a (5G),Google,Pixel 4a,SmartPhone
Pixel 4a (5G),Google,Pixel 4a,SmartPhone
Pixel 4a (5G),Google,Pixel 4a,SmartPhone
Pixel 4a,Google,Pixel 4a,SmartPhone
RMX2151,Realme,7,SmartPhone
RMX2180,Realme,C15,SmartPhone
RMX2189,Realme,C12,SmartPhone
RMX2193,Realme,7i,SmartPhone
RMX3081,Realme,8 Pro,SmartPhone
RMX3085,Realme,8,SmartPhone
RMX3171,Realme,Narzo 30A,SmartPhone
RMX3191,Realme,C25,SmartPhone
Redmi Note 8 Pro,Xiaomi,Redmi Note 8 Pro,SmartPhone
Redmi Note 8 Pro,Xiaomi,Redmi Note 8 Pro,SmartPhone
Redmi Note 8 Pro,Xiaomi,Redmi Note 8 Pro,SmartPhone
Redmi Note 8 Pro,Xiaomi,Redmi Note 8 Pro,SmartPhone
Redmi Note 8,Xiaomi,Redmi Note 8,SmartPhone
Redmi Note 9 Pro,Xiaomi,Redmi Note 9 Pro,SmartPhone
Redmi Note 9 Pro,Xiaomi,Redmi Note 9 Pro,SmartPhone
Redmi Note 9 Pro,Xiaomi,Redmi Note 9 Pro,SmartPhone
Redmi Note 9 Pro,Xiaomi,Redmi Note 9 Pro,SmartPhone
Redmi Note 9 Pro,Xiaomi,Redmi Note 9 Pro,SmartPhone
Redmi Note 9 Pro,Xiaomi,Redmi Note 9 Pro,SmartPhone
Redmi Note 9 Pro,Xiaomi,Redmi Note 9 Pro,SmartPhone
Redmi Note 9 Pro,Xiaomi,Redmi Note 9 Pro,SmartPhone
Redmi Note 9 Pro,Xiaomi,Redmi Note 9 Pro,SmartPhone
Redmi Note 9S,Xiaomi,Redmi Note 9S,SmartPhone
Redmi Note 9S,Xiaomi,Redmi Note 9S,SmartPhone
Redmi Note 9S,Xiaomi,Redmi Note 9S,SmartPhone
SAMSUNG SM-A015A,Samsung,Galaxy A01,SmartPhone
SAMSUNG SM-A107M,Samsung,Galaxy A10s,SmartPhone
SAMSUNG SM-A115F,Samsung,Galaxy A11,SmartPhone
SAMSUNG SM-A115M,Samsung,Galaxy M11,SmartPhone
SAMSUNG SM-A125F,Samsung,Galaxy A12,SmartPhone
SAMSUNG SM-A125F,Samsung,Galaxy A12,SmartPhone
SAMSUNG SM-A125F,Samsung,Galaxy A12,SmartPhone
SAMSUNG SM-A202F,Samsung,Galaxy A20e,SmartPhone
SAMSUNG SM-A205FN,Samsung,Galaxy A20,SmartPhone
SAMSUNG SM-A217F,Samsung,Galaxy A20s,SmartPhone
SAMSUNG SM-A217F,Samsung,Galaxy A20s,SmartPhone
SAMSUNG SM-A217F,Samsung,Galaxy A20s,SmartPhone
SAMSUNG SM-A307FN,Samsung,Galaxy A30s,SmartPhone
SAMSUNG SM-A307GN,Samsung,Galaxy A30s,SmartPhone
SAMSUNG SM-A307GT,Samsung,Galaxy A30s,SmartPhone
SAMSUNG SM-A325F,Samsung,Galaxy A32,SmartPhone
SAMSUNG SM-A325F,Samsung,Galaxy A32,SmartPhone
SAMSUNG SM-A426B,Samsung,Galaxy A42,SmartPhone
SAMSUNG SM-A505F,Samsung,Galaxy A42,SmartPhone
SAMSUNG SM-A505FN,Samsung,Galaxy A50,SmartPhone
SAMSUNG SM-A505FN,Samsung,Galaxy A50,SmartPhone
SAMSUNG SM-A525F,Samsung,Galaxy A52,SmartPhone
SAMSUNG SM-A525F,Samsung,Galaxy A52,SmartPhone
SAMSUNG SM-A705FN,Samsung,Galaxy A70,SmartPhone
SAMSUNG SM-A705FN,Samsung,Galaxy A70,SmartPhone
SAMSUNG SM-A716B,Samsung,Galaxy A71,SmartPhone
SAMSUNG SM-A725F,Samsung,Galaxy A72,SmartPhone
SAMSUNG SM-A725F,Samsung,Galaxy A72,SmartPhone
SAMSUNG SM-G973F,Samsung,Galaxy S10,SmartPhone
SAMSUNG SM-G973U,Samsung,Galaxy S10,SmartPhone
SAMSUNG SM-G975F,Samsung,Galaxy S10+,SmartPhone
SAMSUNG SM-G980F,Samsung,Galaxy S20,SmartPhone
SAMSUNG SM-G988B,Samsung,Galaxy S20 Ultra,SmartPhone
SAMSUNG SM-G991B,Samsung,Galaxy S20,SmartPhone
SAMSUNG SM-G991B,Samsung,Galaxy S20,SmartPhone
SAMSUNG SM-M215F,Samsung,Galaxy M21,SmartPhone
SAMSUNG SM-M515F,Samsung,Galaxy M21,SmartPhone
SAMSUNG SM-N975U,Samsung,Galaxy Note10 Plus,SmartPhone
SAMSUNG SM-N976B,Samsung,Galaxy Note10+,SmartPhone
SAMSUNG SM-N981B,Samsung,Galaxy Note20,SmartPhone
SCG01,Samsung,Galaxy S20,SmartPhone
SCG07,Unknown,Unknown,SmartPhone
SCG07,Unknown,Unknown,SmartPhone
SCG08,Unknown,Unknown,SmartPhone
SH-51B,Sharp,Aquos R6,SmartPhone
SM-A015M,Samsung,Galaxy A01,SmartPhone
SM-A015V,Samsung,Galaxy A01,SmartPhone
SM-A025F,Samsung,Galaxy A02s,SmartPhone
SM-A025F,Samsung,Galaxy A02s,SmartPhone
SM-A025G,Samsung,Galaxy A02,SmartPhone
SM-A025G,Samsung,Galaxy A02,SmartPhone
SM-A105F,Samsung,Galaxy A10,SmartPhone
SM-A107F,Samsung,Galaxy A10s,SmartPhone
SM-A107F,Samsung,Galaxy A10s,SmartPhone
SM-A107F,Samsung,Galaxy A10s,SmartPhone
SM-A107F,Samsung,Galaxy A10s,SmartPhone
SM-A107F,Samsung,Galaxy A10s,SmartPhone
SM-A107F,Samsung,Galaxy A10s,SmartPhone
SM-A107M,Samsung,Galaxy A10s,SmartPhone
SM-A107M,Samsung,Galaxy A10s,SmartPhone
SM-A107M,Samsung,Galaxy A10s,SmartPhone
SM-A115F,Samsung,Galaxy A11,SmartPhone
SM-A115F,Samsung,Galaxy A11,SmartPhone
SM-A115F,Samsung,Galaxy A11,SmartPhone
SM-A115F,Samsung,Galaxy A11,SmartPhone
SM-A115F,Samsung,Galaxy A11,SmartPhone
SM-A115F,Samsung,Galaxy A11,SmartPhone
SM-A115M,Samsung,Galaxy A11,SmartPhone
SM-A115M,Samsung,Galaxy A11,SmartPhone
SM-A125F,Samsung,Galaxy A12,SmartPhone
SM-A125F,Samsung,Galaxy A12,SmartPhone
SM-A125F,Samsung,Galaxy A12,SmartPhone
SM-A125F,Samsung,Galaxy A12,SmartPhone
SM-A125F,Samsung,Galaxy A12,SmartPhone
SM-A125F,Samsung,Galaxy A12,SmartPhone
SM-A125F,Samsung,Galaxy A12,SmartPhone
SM-A125F,Samsung,Galaxy A12,SmartPhone
SM-A125U,Samsung,Galaxy A12,SmartPhone
SM-A202F,Samsung,Galaxy A20e,SmartPhone
SM-A202F,Samsung,Galaxy A20e,SmartPhone
SM-A202F,Samsung,Galaxy A20e,SmartPhone
SM-A205FN,Samsung,Galaxy A20,SmartPhone
SM-A205G,Samsung,Galaxy A20,SmartPhone
SM-A205G,Samsung,Galaxy A20,SmartPhone
SM-A207F,Samsung,Galaxy A20s,SmartPhone
SM-A207F,Samsung,Galaxy A20s,SmartPhone
SM-A207M,Samsung,Galaxy A20s,SmartPhone
SM-A207M,Samsung,Galaxy A20s,SmartPhone
SM-A217F,Samsung,Galaxy A21s,SmartPhone
SM-A217F,Samsung,Galaxy A21s,SmartPhone
SM-A217F,Samsung,Galaxy A21s,SmartPhone
SM-A217F,Samsung,Galaxy A21s,SmartPhone
SM-A217F,Samsung,Galaxy A21s,SmartPhone
SM-A217F,Samsung,Galaxy A21s,SmartPhone
SM-A217F,Samsung,Galaxy A21s,SmartPhone
SM-A217F,Samsung,Galaxy A21s,SmartPhone
SM-A217F,Samsung,Galaxy A21s,SmartPhone
SM-A217F,Samsung,Galaxy A21s,SmartPhone
SM-A217M,Samsung,Galaxy A21s,SmartPhone
SM-A217M,Samsung,Galaxy A21s,SmartPhone
SM-A217M,Samsung,Galaxy A21s,SmartPhone
SM-A217M,Samsung,Galaxy A21s,SmartPhone
SM-A217M,Samsung,Galaxy A21s,SmartPhone
SM-A305F,Samsung,Galaxy A30,SmartPhone
SM-A305F,Samsung,Galaxy A30,SmartPhone
SM-A305FN,Samsung,Galaxy A30,SmartPhone
SM-A305G,Samsung,Galaxy A30,SmartPhone
SM-A305GT,Samsung,Galaxy A30,SmartPhone
SM-A305GT,Samsung,Galaxy A30,SmartPhone
SM-A305N,Samsung,Galaxy A30,SmartPhone
SM-A307FN,Samsung,Galaxy A30s,SmartPhone
SM-A307FN,Samsung,Galaxy A30s,SmartPhone
SM-A307FN,Samsung,Galaxy A30s,SmartPhone
SM-A307FN,Samsung,Galaxy A30s,SmartPhone
SM-A307G,Samsung,Galaxy A30s,SmartPhone
SM-A307G,Samsung,Galaxy A30s,SmartPhone
SM-A315F,Samsung,Galaxy A31,SmartPhone
SM-A315F,Samsung,Galaxy A31,SmartPhone
SM-A315G,Samsung,Galaxy A31,SmartPhone
SM-A315G,Samsung,Galaxy A31,SmartPhone
SM-A325F,Samsung,Galaxy A32,SmartPhone
SM-A325F,Samsung,Galaxy A32,SmartPhone
SM-A325F,Samsung,Galaxy A32,SmartPhone
SM-A325F,Samsung,Galaxy A32,SmartPhone
SM-A325M,Samsung,Galaxy A32,SmartPhone
SM-A405FM,Samsung,Galaxy A40,SmartPhone
SM-A405FM,Samsung,Galaxy A40,SmartPhone
SM-A405FN,Samsung,Galaxy A40,SmartPhone
SM-A405FN,Samsung,Galaxy A40,SmartPhone
SM-A405FN,Samsung,Galaxy A40,SmartPhone
SM-A415F,Samsung,Galaxy A41,SmartPhone
SM-A505FM,Samsung,Galaxy A50,SmartPhone
SM-A505FN,Samsung,Galaxy A50,SmartPhone
SM-A505FN,Samsung,Galaxy A50,SmartPhone
SM-A505FN,Samsung,Galaxy A50,SmartPhone
SM-A505FN,Samsung,Galaxy A50,SmartPhone
SM-A505FN,Samsung,Galaxy A50,SmartPhone
SM-A505FN,Samsung,Galaxy A50,SmartPhone
SM-A505FN,Samsung,Galaxy A50,SmartPhone
SM-A505FN,Samsung,Galaxy A50,SmartPhone
SM-A505GT,Samsung,Galaxy A50,SmartPhone
SM-A507FN,Samsung,Galaxy A50s,SmartPhone
SM-A515F,Samsung,Galaxy A51,SmartPhone
SM-A515F,Samsung,Galaxy A51,SmartPhone
SM-A515F,Samsung,Galaxy A51,SmartPhone
SM-A515F,Samsung,Galaxy A51,SmartPhone
SM-A515F,Samsung,Galaxy A51,SmartPhone
SM-A515F,Samsung,Galaxy A51,SmartPhone
SM-A515F,Samsung,Galaxy A51,SmartPhone
SM-A515F,Samsung,Galaxy A51,SmartPhone
SM-A515F,Samsung,Galaxy A51,SmartPhone
SM-A515F,Samsung,Galaxy A51,SmartPhone
SM-A515F,Samsung,Galaxy A51,SmartPhone
SM-A515F,Samsung,Galaxy A51,SmartPhone
SM-A515F,Samsung,Galaxy A51,SmartPhone
SM-A515F,Samsung,Galaxy A51,SmartPhone
SM-A515F,Samsung,Galaxy A51,SmartPhone
SM-A515F,Samsung,Galaxy A51,SmartPhone
SM-A515F,Samsung,Galaxy A51,SmartPhone
SM-A515F,Samsung,Galaxy A51,SmartPhone
SM-A515F,Samsung,Galaxy A51,SmartPhone
SM-A515F,Samsung,Galaxy A51,SmartPhone
SM-A515F,Samsung,Galaxy A51,SmartPhone
SM-A515U,Samsung,Galaxy A51,SmartPhone
SM-A525F,Samsung,Galaxy A52,SmartPhone
SM-A526B,Samsung,Galaxy A52,SmartPhone
SM-A705FN,Samsung,Galaxy A70,SmartPhone
SM-A705FN,Samsung,Galaxy A70,SmartPhone
SM-A715F,Samsung,Galaxy A71,SmartPhone
SM-A715F,Samsung,Galaxy A71,SmartPhone
SM-A715F,Samsung,Galaxy A71,SmartPhone
SM-A715F,Samsung,Galaxy A71,SmartPhone
SM-A715F,Samsung,Galaxy A71,SmartPhone
SM-A715F,Samsung,Galaxy A71,SmartPhone
SM-A715F,Samsung,Galaxy A71,SmartPhone
SM-A715F,Samsung,Galaxy A71,SmartPhone
SM-A725F,Samsung,Galaxy A72,SmartPhone
SM-A725M,Samsung,Galaxy A72,SmartPhone
SM-A805F,Samsung,Galaxy A80,SmartPhone
SM-A805F,Samsung,Galaxy A80,SmartPhone
SM-F916B,Samsung,Galaxy Z Fold 2,SmartPhone
SM-G770F,Samsung,Galaxy S10 Lite,SmartPhone
SM-G770F,Samsung,Galaxy S10 Lite,SmartPhone
SM-G780F,Samsung,Galaxy S20 FE,SmartPhone
SM-G973F,Samsung,Galaxy S10,SmartPhone
SM-G973U,Samsung,Galaxy S10,SmartPhone
SM-G973U,Samsung,Galaxy S10,SmartPhone
SM-G973U,Samsung,Galaxy S10,SmartPhone
SM-G973U1,Samsung,Galaxy S10,SmartPhone
SM-G975F,Samsung,Galaxy S10+,SmartPhone
SM-G975F,Samsung,Galaxy S10+,SmartPhone
SM-G975F,Samsung,Galaxy S10+,SmartPhone
SM-G975F,Samsung,Galaxy S10+,SmartPhone
SM-G975F,Samsung,Galaxy S10+,SmartPhone
SM-G975F,Samsung,Galaxy S10+,SmartPhone
SM-G975U,Samsung,Galaxy S10+,SmartPhone
SM-G975U,Samsung,Galaxy S10+,SmartPhone
SM-G980F,Samsung,Galaxy S20,SmartPhone
SM-G980F,Samsung,Galaxy S20,SmartPhone
SM-G985F,Samsung,Galaxy S20+,SmartPhone
SM-G986B,Samsung,Galaxy S20+,SmartPhone
SM-G988B,Samsung,Galaxy S20 Ultra,SmartPhone
SM-G988B,Samsung,Galaxy S20 Ultra,SmartPhone
SM-G991B,Samsung,Galaxy S21,SmartPhone
SM-G991U,Samsung,Galaxy S21,SmartPhone
SM-G996B,Samsung,Galaxy S21+,SmartPhone
SM-G998B,Samsung,Galaxy S21 Ultra,SmartPhone
SM-G998U,Samsung,Galaxy S21 Ultra,SmartPhone
SM-M115F,Samsung,Galaxy M11,SmartPhone
SM-M115F,Samsung,Galaxy M11,SmartPhone
SM-M127F,Samsung,Galaxy M12,SmartPhone
SM-M215F,Samsung,Galaxy M12,SmartPhone
SM-M215F,Samsung,Galaxy M12,SmartPhone
SM-M215F,Samsung,Galaxy M12,SmartPhone
SM-M515F,Samsung,Galaxy M51,SmartPhone
SM-M515F,Samsung,Galaxy M51,SmartPhone
SM-M625F,Samsung,Galaxy M62,SmartPhone
SM-N975F,Samsung,Galaxy Note10 Plus,SmartPhone
SM-N975U,Samsung,Galaxy Note10 Plus,SmartPhone
SM-N975U,Samsung,Galaxy Note10 Plus,SmartPhone
SM-N976B,Samsung,Galaxy Note10 Plus,SmartPhone
SM-N981B,Samsung,Galaxy Note20,SmartPhone
SM-N985F,Samsung,Galaxy Note20 Ultra,SmartPhone
SM-N986U,Samsung,Galaxy Note 20 Ultra,SmartPhone
SM-T290,Samsung,Galaxy Tab A 8.0,Tablet
SM-T295,Samsung,Galaxy Tab A 8.0,Tablet
SM-T500,Samsung,Galaxy Tab A7 10.4,Tablet
SO-01M,Sony,Xperia,SmartPhone
SO-01M,Sony,Xperia,SmartPhone
SO-51A,Sony,Xperia,SmartPhone
SO-51A,Sony,Xperia,SmartPhone
T766H_EEA,TCL,10SE,SmartPhone
TECNO PR651H,Tecno,Spark 7,SmartPhone
V2026,vivo,Y12s,SmartPhone
V2026,vivo,Y12s,SmartPhone
V2037,vivo,V2037,SmartPhone
V2040,vivo,V20,SmartPhone
V2043,Oppo,Reno3 Sky,SmartPhone
V2043,Oppo,Reno3 Sky,SmartPhone
V2043,Oppo,Reno3 Sky,SmartPhone
V2043,Oppo,Reno3 Sky,SmartPhone
V2050,ZTE,Blade,SmartPhone
W-V745-TVM,Wiko,Power U10,SmartPhone
moto g stylus,Motorola,Moto G Stylus,SmartPhone
moto g(30),Motorola,Moto G30,SmartPhone
moto g(30),Motorola,Moto G30,SmartPhone
moto g(8) power,Motorola,Moto G8 Power,SmartPhone
moto g(8) power,Motorola,Moto G8 Power,SmartPhone
moto g(8) power,Motorola,Moto G8 Power,SmartPhone
moto g(9) play,Motorola,Moto G9 Play,SmartPhone
moto g(9) plus,Motorola,Moto G9 Plus,SmartPhone
motorola edge plus,Motorola,Edge Plus,SmartPhone
motorola edge plus,Motorola,Edge Plus,SmartPhone
motorola edge plus,Motorola,Edge Plus,SmartPhone
motorola one hyper,Motorola,One Hyper,SmartPhone
motorola one hyper,Motorola,One Hyper,SmartPhone
vivo 1819,Vivo,V15,SmartPhone
vivo 1901,Vivo,Y19,SmartPhone
vivo 1901,Vivo,Y19,SmartPhone
vivo 1901,Vivo,Y19,SmartPhone
vivo 1901,Vivo,Y19,SmartPhone
vivo 1901,Vivo,Y19,SmartPhone
vivo 1904,Vivo,Y12,SmartPhone
vivo 1904,Vivo,Y12,SmartPhone
vivo 1904,Vivo,Y12,SmartPhone
vivo 1904,Vivo,Y12,SmartPhone
vivo 1904,Vivo,Y12,SmartPhone
vivo 1904,Vivo,Y12,SmartPhone
vivo 1904,Vivo,Y12,SmartPhone
vivo 1906,Vivo,Y11,SmartPhone
vivo 1906,Vivo,Y11,SmartPhone
vivo 1907,Vivo,V17 Neo,SmartPhone
vivo 1907,Vivo,V17 Neo,SmartPhone
vivo 1907,Vivo,V17 Neo,SmartPhone
vivo 1907,Vivo,V17 Neo,SmartPhone
vivo 1907_19,Vivo,V17 Neo,SmartPhone
vivo 1910,Vivo,V17,SmartPhone
vivo 1915,Vivo,Y19,SmartPhone
vivo 1915,Vivo,Y19,SmartPhone
vivo 1915,Vivo,Y19,SmartPhone
vivo 1915,Vivo,Y19,SmartPhone
vivo 1915,Vivo,Y19,SmartPhone
vivo 1918,Vivo,Y19,SmartPhone
vivo 2007,Vivo,Y30i,SmartPhone
GT-P5210,Samsung,Galaxy Tab 3 10.1,Tablet
LenovoA3300-GV,Lenovo,TAB A3000,Tablet
GT-P5200,Samsung,Galaxy Tab 3 10.1,Tablet
SM-G313F,Samsung,Galaxy Ace 4 LTE,SmartPhone
SM-T310,Samsung,Galaxy Tab 3 8.0,Tablet
SM-G530BT,Samsung,Galaxy Grand Prime,SmartPhone
SM-T116,Samsung,Galaxy Tab3 Lite,Tablet
HTC One max,HTC,One Max,SmartPhone
SM-T531,Samsung,Galaxy Tab 4 10.1,Tablet
SM-N9005,Samsung,Galaxy Note 3,SmartPhone
A37f,OPPO,A37f,SmartPhone
A37f,OPPO,A37f,SmartPhone
A37f,OPPO,A37f,SmartPhone
A37f,OPPO,A37f,SmartPhone
A37f,OPPO,A37f,SmartPhone
A37fw,OPPO,A37fw,SmartPhone
A37fw,OPPO,A37fw,SmartPhone
A37fw,OPPO,A37fw,SmartPhone
Redmi 3,Xiaomi,Redmi 3,SmartPhone
Redmi 3,Xiaomi,Redmi 3,SmartPhone
Redmi Note 3,Xiaomi,Redmi Note 3,SmartPhone
SAMSUNG SM-T285,Samsung,Galaxy Tab A 7.0,Tablet
